    2   1.14206666e+03   3.40292592e-02   2.13615067e-06   2.92126949e+00
    3   1.08107261e+03   4.35553388e-02   4.27287238e-06   3.27296448e+00
    4   1.02261409e+03   3.80864648e-02   7.12271844e-06   3.07435692e+00
    5   9.78982897e+02   2.59488964e-02   1.06864378e-05   2.62755435e+00
    6   9.49118819e+02   1.49206430e-02   1.49649561e-05   2.12878067e+00
    7   9.29998407e+02   8.13997433e-03   1.99593683e-05   1.68562812e+00
    8   9.18409391e+02   5.05151555e-03   2.56709311e-05   1.34452633e+00
    9   9.12813912e+02   3.88293481e-03   3.21010529e-05   1.11087212e+00
   10   9.11600699e+02   3.31647508e-03   3.92512837e-05   9.75586224e-01
   11   9.13226691e+02   2.86445981e-03   4.71233031e-05   9.20743584e-01
   12   9.18535999e+02   2.52864277e-03   5.57189083e-05   9.26715247e-01
   13   9.25380547e+02   2.38725699e-03   6.50400003e-05   9.68922871e-01
   14   9.33572959e+02   2.44210106e-03   7.50885702e-05   1.02481030e+00
   15   9.41928673e+02   2.65108406e-03   8.58666841e-05   1.08572295e+00
   16   9.52429306e+02   2.97692011e-03   9.73764685e-05   1.15371839e+00
   17   9.64909497e+02   3.42854719e-03   1.09620095e-04   1.22555092e+00
   18   9.78131914e+02   4.02440652e-03   1.22599763e-04   1.29885937e+00
   19   9.92792163e+02   4.78034221e-03   1.36317686e-04   1.37593118e+00
   20   1.00723598e+03   5.69179416e-03   1.50776075e-04   1.45100262e+00
   21   1.02217221e+03   6.75564658e-03   1.65977122e-04   1.52839150e+00
   22   1.03764781e+03   7.98255041e-03   1.81922987e-04   1.60855246e+00
   23   1.05326926e+03   9.36446755e-03   1.98615779e-04   1.68994021e+00
   24   1.06934477e+03   1.08993740e-02   2.16057547e-04   1.77021456e+00
   25   1.08600442e+03   1.25970714e-02   2.34250263e-04   1.84139704e+00
   26   1.10275672e+03   1.44742044e-02   2.53195808e-04   1.90675376e+00
   27   1.12001245e+03   1.65383249e-02   2.72895964e-04   1.96719103e+00
   28   1.13760098e+03   1.87781464e-02   2.93352397e-04   2.01799403e+00
   29   1.15543061e+03   2.12148822e-02   3.14566655e-04   2.06357191e+00
   30   1.17368607e+03   2.38740195e-02   3.36540151e-04   2.09643296e+00
   31   1.19177329e+03   2.67565013e-02   3.59274161e-04   2.12637192e+00
   32   1.21051090e+03   2.98846636e-02   3.82769815e-04   2.14767574e+00
   33   1.22936690e+03   3.32234646e-02   4.07028090e-04   2.15973113e+00
   34   1.24831109e+03   3.68015042e-02   4.32049814e-04   2.16472819e+00
   35   1.26790662e+03   4.06219566e-02   4.57835653e-04   2.15399089e+00
   36   1.28724011e+03   4.47081423e-02   4.84386116e-04   2.13790176e+00
   37   1.30685741e+03   4.90800812e-02   5.11701558e-04   2.10997524e+00
   38   1.32688647e+03   5.37235827e-02   5.39782175e-04   2.07151034e+00
   39   1.34722257e+03   5.86383497e-02   5.68628011e-04   2.02218733e+00
   40   1.36777153e+03   6.38301772e-02   5.98238964e-04   1.96026008e+00
   41   1.38843643e+03   6.93056368e-02   6.28614787e-04   1.88455607e+00
   42   1.40922071e+03   7.50738871e-02   6.59755100e-04   1.79613014e+00
   43   1.43013991e+03   8.11445658e-02   6.91659396e-04   1.69619463e+00
   44   1.45124673e+03   8.75251550e-02   7.24327047e-04   1.58435680e+00
   45   1.47260873e+03   9.42203119e-02   7.57757322e-04   1.45991928e+00
   46   1.49419468e+03   1.01232076e-01   7.91949389e-04   1.32257752e+00
   47   1.51598696e+03   1.08563762e-01   8.26902335e-04   1.17174037e+00
   48   1.53795829e+03   1.16212126e-01   8.62615176e-04   1.00672649e+00
   49   1.56009630e+03   1.24173181e-01   8.99086867e-04   8.26928901e-01
   50   1.58245547e+03   1.32454087e-01   9.36316323e-04   6.31879618e-01
   51   1.60509399e+03   1.41062228e-01   9.74302426e-04   4.21416637e-01
   52   1.62795852e+03   1.50001430e-01   1.01304405e-03   1.96399556e-01
   53   1.65097713e+03   1.59271283e-01   1.05254005e-03   -4.22665950e-02
   54   1.67412991e+03   1.68872122e-01   1.09278932e-03   -2.94536222e-01
   55   1.69741180e+03   1.78805766e-01   1.13379078e-03   -5.60733461e-01
   56   1.72093425e+03   1.89067658e-01   1.17554337e-03   -8.41783097e-01
   57   1.74479923e+03   1.99654493e-01   1.21804612e-03   -1.13844682e+00
   58   1.76896508e+03   2.10565504e-01   1.26129813e-03   -1.45076603e+00
   59   1.79334561e+03   2.21800671e-01   1.30529855e-03   -1.77849450e+00
   60   1.81792147e+03   2.33352539e-01   1.35004668e-03   -2.12096983e+00
   61   1.84270084e+03   2.45214340e-01   1.39554191e-03   -2.47760633e+00
   62   1.86769060e+03   2.57382050e-01   1.44178373e-03   -2.84848200e+00
   63   1.89291024e+03   2.69853073e-01   1.48877182e-03   -3.23385559e+00
   64   1.91836442e+03   2.82624068e-01   1.53650595e-03   -3.63397841e+00
   65   1.94408010e+03   2.95693926e-01   1.58498608e-03   -4.04916118e+00
   66   1.97009543e+03   3.09054870e-01   1.63421230e-03   -4.47970119e+00
   67   1.99638944e+03   3.22699206e-01   1.68418492e-03   -4.92500239e+00
   68   2.02292263e+03   3.36616286e-01   1.73490436e-03   -5.38423982e+00
   69   2.04964807e+03   3.50797695e-01   1.78637127e-03   -5.85661820e+00
   70   2.07653372e+03   3.65235759e-01   1.83858647e-03   -6.34153548e+00
   71   2.10355639e+03   3.79925296e-01   1.89155094e-03   -6.83872727e+00
   72   2.13083256e+03   3.94861418e-01   1.94526590e-03   -7.34910916e+00
   73   2.15848017e+03   4.10038011e-01   1.99973270e-03   -7.87367431e+00
   74   2.18651312e+03   4.25443018e-01   2.05495293e-03   -8.41234583e+00
   75   2.21493786e+03   4.41063641e-01   2.11092834e-03   -8.96471241e+00
   76   2.24371328e+03   4.56884940e-01   2.16766086e-03   -9.53025603e+00
   77   2.27271196e+03   4.72895307e-01   2.22515263e-03   -1.01074967e+01
   78   2.30191494e+03   4.89081737e-01   2.28340593e-03   -1.06959399e+01
   79   2.33136272e+03   5.05431972e-01   2.34242326e-03   -1.12953888e+01
   80   2.36107349e+03   5.21933752e-01   2.40220725e-03   -1.19057946e+01
   81   2.39106851e+03   5.38574684e-01   2.46276071e-03   -1.25268790e+01
   82   2.42135908e+03   5.55343318e-01   2.52408661e-03   -1.31581856e+01
   83   2.45192238e+03   5.72226581e-01   2.58618806e-03   -1.37994000e+01
   84   2.48275790e+03   5.89212147e-01   2.64906833e-03   -1.44499101e+01
   85   2.51385769e+03   6.06286947e-01   2.71273081e-03   -1.51094758e+01
   86   2.54521810e+03   6.23439947e-01   2.77717904e-03   -1.57774546e+01
   87   2.57680797e+03   6.40656356e-01   2.84241666e-03   -1.64533051e+01
   88   2.60860789e+03   6.57921930e-01   2.90844744e-03   -1.71364553e+01
   89   2.64062816e+03   6.75222429e-01   2.97527528e-03   -1.78264076e+01
   90   2.67287163e+03   6.92539153e-01   3.04290414e-03   -1.85228129e+01
   91   2.70534814e+03   7.09857288e-01   3.11133811e-03   -1.92251010e+01
   92   2.73805811e+03   7.27160447e-01   3.18058136e-03   -1.99330053e+01
   93   2.77101637e+03   7.44432409e-01   3.25063815e-03   -2.06459634e+01
   94   2.80421542e+03   7.61659185e-01   3.32151282e-03   -2.13637104e+01
   95   2.83767010e+03   7.78823817e-01   3.39320978e-03   -2.20856841e+01
   96   2.87137293e+03   7.95910836e-01   3.46573354e-03   -2.28113967e+01
   97   2.90532386e+03   8.12904032e-01   3.53908865e-03   -2.35403605e+01
   98   2.93953029e+03   8.29786456e-01   3.61327975e-03   -2.42720876e+01
   99   2.97396988e+03   8.46542648e-01   3.68831154e-03   -2.50060161e+01
  100   3.00865747e+03   8.63159379e-01   3.76418879e-03   -2.57415840e+01
  101   3.04358558e+03   8.79620453e-01   3.84091633e-03   -2.64782296e+01
  102   3.07875418e+03   8.95902244e-01   3.91849907e-03   -2.72156138e+01
  103   3.11414838e+03   9.12003424e-01   3.99694199e-03   -2.79528778e+01
  104   3.14976815e+03   9.27892942e-01   4.07625012e-03   -2.86896084e+01
  105   3.18560603e+03   9.43562046e-01   4.15642860e-03   -2.94251697e+01
  106   3.22165456e+03   9.58994555e-01   4.23748261e-03   -3.01588516e+01
  107   3.25790629e+03   9.74181720e-01   4.31941745e-03   -3.08901668e+01
  108   3.29434633e+03   9.89099938e-01   4.40223847e-03   -3.16184796e+01
  109   3.33098209e+03   1.00374047e+00   4.48595113e-03   -3.23430801e+01
  110   3.36779870e+03   1.01807971e+00   4.57056099e-03   -3.30634814e+01
