     2    0.12897E+01    0.85326E-04    0.10909E-03   -0.41540E-03
     3    0.14229E+01    0.13940E-03    0.15989E-03   -0.26697E-02
     4    0.16559E+01    0.17606E-03    0.19052E-03   -0.37712E-02
     5    0.19089E+01    0.19219E-03    0.20213E-03   -0.41736E-02
     6    0.21718E+01    0.19213E-03    0.20040E-03   -0.41158E-02
     7    0.24428E+01    0.18466E-03    0.19384E-03   -0.38294E-02
     8    0.27186E+01    0.17841E-03    0.18920E-03   -0.34951E-02
     9    0.30002E+01    0.17960E-03    0.19106E-03   -0.32119E-02
    10    0.32868E+01    0.19106E-03    0.20144E-03   -0.30093E-02
    11    0.35740E+01    0.21279E-03    0.22071E-03   -0.29401E-02
    12    0.38570E+01    0.24332E-03    0.24824E-03   -0.30080E-02
    13    0.41386E+01    0.28072E-03    0.28276E-03   -0.32122E-02
    14    0.44232E+01    0.32319E-03    0.32300E-03   -0.35543E-02
    15    0.47127E+01    0.36960E-03    0.36793E-03   -0.40310E-02
    16    0.50069E+01    0.41916E-03    0.41668E-03   -0.46389E-02
    17    0.53009E+01    0.47164E-03    0.46870E-03   -0.53788E-02
    18    0.55894E+01    0.52694E-03    0.52360E-03   -0.62500E-02
    19    0.58718E+01    0.58507E-03    0.58121E-03   -0.72425E-02
    20    0.61487E+01    0.64607E-03    0.64140E-03   -0.83486E-02
    21    0.64206E+01    0.70993E-03    0.70411E-03   -0.95808E-02
    22    0.66881E+01    0.77659E-03    0.76925E-03   -0.10953E-01
    23    0.69507E+01    0.84592E-03    0.83672E-03   -0.12463E-01
    24    0.72080E+01    0.91777E-03    0.90639E-03   -0.14108E-01
    25    0.74599E+01    0.99193E-03    0.97814E-03   -0.15889E-01
    26    0.77065E+01    0.10682E-02    0.10518E-02   -0.17803E-01
    27    0.79476E+01    0.11463E-02    0.11274E-02   -0.19839E-01
    28    0.81828E+01    0.12263E-02    0.12050E-02   -0.21986E-01
    29    0.84116E+01    0.13087E-02    0.12843E-02   -0.24259E-01
    30    0.86337E+01    0.13938E-02    0.13655E-02   -0.26674E-01
    31    0.88495E+01    0.14818E-02    0.14484E-02   -0.29224E-01
    32    0.90590E+01    0.15722E-02    0.15331E-02   -0.31899E-01
    33    0.92616E+01    0.16647E-02    0.16194E-02   -0.34688E-01
    34    0.94566E+01    0.17586E-02    0.17073E-02   -0.37584E-01
    35    0.96443E+01    0.18541E-02    0.17965E-02   -0.40582E-01
    36    0.98249E+01    0.19514E-02    0.18868E-02   -0.43678E-01
    37    0.99983E+01    0.20508E-02    0.19785E-02   -0.46865E-01
    38    0.10164E+02    0.21526E-02    0.20715E-02   -0.50137E-01
    39    0.10322E+02    0.22565E-02    0.21657E-02   -0.53489E-01
    40    0.10473E+02    0.23622E-02    0.22610E-02   -0.56917E-01
    41    0.10615E+02    0.24693E-02    0.23572E-02   -0.60417E-01
    42    0.10749E+02    0.25779E-02    0.24542E-02   -0.63983E-01
    43    0.10875E+02    0.26879E-02    0.25518E-02   -0.67607E-01
    44    0.10993E+02    0.27994E-02    0.26501E-02   -0.71284E-01
    45    0.11103E+02    0.29124E-02    0.27489E-02   -0.75006E-01
    46    0.11204E+02    0.30269E-02    0.28481E-02   -0.78767E-01
    47    0.11298E+02    0.31428E-02    0.29475E-02   -0.82560E-01
    48    0.11383E+02    0.32600E-02    0.30472E-02   -0.86377E-01
    49    0.11459E+02    0.33784E-02    0.31470E-02   -0.90211E-01
    50    0.11528E+02    0.34979E-02    0.32468E-02   -0.94053E-01
    51    0.11588E+02    0.36185E-02    0.33466E-02   -0.97897E-01
    52    0.11640E+02    0.37399E-02    0.34461E-02   -0.10174E+00
    53    0.11685E+02    0.38621E-02    0.35454E-02   -0.10556E+00
    54    0.11721E+02    0.39850E-02    0.36442E-02   -0.10938E+00
    55    0.11749E+02    0.41085E-02    0.37426E-02   -0.11316E+00
    56    0.11769E+02    0.42326E-02    0.38404E-02   -0.11692E+00
    57    0.11781E+02    0.43571E-02    0.39375E-02   -0.12065E+00
    58    0.11786E+02    0.44820E-02    0.40338E-02   -0.12432E+00
    59    0.11783E+02    0.46073E-02    0.41292E-02   -0.12795E+00
    60    0.11772E+02    0.47330E-02    0.42237E-02   -0.13152E+00
    61    0.11753E+02    0.48591E-02    0.43170E-02   -0.13502E+00
    62    0.11727E+02    0.49854E-02    0.44092E-02   -0.13846E+00
    63    0.11694E+02    0.51117E-02    0.45002E-02   -0.14182E+00
    64    0.11654E+02    0.52380E-02    0.45899E-02   -0.14511E+00
